,player_0,player_1,player_2,player_3,player_4,level_0,level_1,level_2,level_3,level_4,level_5,age,duration_ms,# tries,target
5204,0.025087179487179482,0.029494871794871796,3.361538461538462e-06,0.007413846153846154,1.9154862745098038,0.002374871794871795,0.4722836861192628,0.021518717948717955,0.503859649122807,11.0,1.0,15.0,215793.8,15,5
5175,0.02453846153846154,0.016961538461538462,2.8423076923076926e-06,0.004230769230769231,1.9679117647058826,0.0011153846153846155,0.5416155743238589,0.005807692307692307,0.5578947368421052,,0.0,20.0,271493.0,1,8
638,0.01819230769230769,0.01791025641025641,0.0,0.0033589743589743583,1.9531764705882353,0.0012961538461538462,0.4569852226401461,0.016871794871794868,0.5964912280701753,6.0,1.0,21.0,240264.0,6,3
6733,0.020673076923076922,0.02080769230769231,0.017807975,0.006423076923076922,1.9988235294117644,0.001201923076923077,0.5075915184414654,0.009711538461538462,0.6157894736842106,9.0,1.0,17.0,277560.5,4,8
2706,0.02619230769230769,0.03226923076923077,3.923076923076923e-08,0.0018153846153846154,2.1085294117647058,0.0012692307692307692,0.48911331248306494,0.024153846153846154,0.4105263157894737,,0.0,15.0,260773.0,1,9
4205,0.013000000000000001,0.01276923076923077,0.0,0.006423076923076922,2.2063823529411764,0.0015846153846153846,0.4524783804760658,,0.37894736842105264,6.0,0.0,,348667.0,2,8
12107,0.02454230769230769,0.011223076923076922,0.007460173076923079,0.0078025,2.2618970588235294,0.0017323076923076923,0.464029153635249,,,7.0,1.0,25.0,238614.85,40,8
143,0.0125,0.007730769230769231,0.0,0.0037576923076923074,2.105735294117647,0.0010846153846153846,0.37598912479390845,0.006615384615384615,0.6947368421052632,6.0,0.0,26.0,223893.0,1,6
8589,0.014538461538461538,0.00830769230769231,0.0,0.005807692307692307,2.1263529411764703,0.0013461538461538463,0.43457194950009875,0.0047692307692307695,0.3684210526315789,8.0,1.0,28.0,163893.0,2,7
2041,0.029564102564102565,0.020939102564102564,0.006239512820512821,0.012358012820512822,2.1541789215686276,0.0018224358974358974,0.4989161534469535,0.027349358974358976,0.3508771929824562,11.0,1.0,16.0,311633.25,12,9
11883,0.027923076923076922,0.017692307692307695,0.005207692307692308,0.01551923076923077,2.0992058823529414,0.001355769230769231,0.48846576009332104,0.021346153846153845,0.6789473684210526,7.0,1.0,,214553.0,4,8
2214,0.02296153846153846,0.018153846153846152,0.0,0.012281538461538462,2.064694117647059,0.014692307692307692,0.6303807699903098,0.02282307692307692,0.5578947368421052,5.0,1.0,,284973.4,5,7
10821,0.025,0.037384615384615384,0.0006153846153846154,0.01646153846153846,1.937735294117647,0.0030499999999999998,,0.02426923076923077,0.42105263157894735,0.0,1.0,14.0,331427.0,2,2
4251,0.027192307692307696,0.016192307692307693,0.00016846153846153844,0.00776923076923077,2.215323529411765,0.0012038461538461539,0.4332217338789307,0.02057692307692308,0.5473684210526316,,1.0,24.0,216453.0,2,8
2774,0.018153846153846152,0.01846153846153846,0.0007692307692307692,0.021,2.074794117647059,0.0026615384615384613,0.5780162852537165,0.027346153846153846,0.0,5.0,1.0,27.0,302893.0,1,8
11560,0.023576923076923082,0.02531623931623931,0.008659628205128205,0.008590170940170942,1.9734411764705881,0.0018192307692307694,0.5862732160799148,0.018055555555555554,0.5812865497076023,3.0,0.0,17.0,220309.77777777766,18,9
10956,0.02802197802197802,0.013010989010989009,9.207692307692308e-07,0.00482967032967033,2.036609243697479,0.0031120879120879125,0.49604481298726344,0.029543956043956047,0.4496240601503759,0.0,1.0,24.0,158944.7142857143,14,6
